ano,id_municipio,rede,taxa_alfabetizacao,meta_alfabetizacao_2024,meta_alfabetizacao_2025,nome_municipio,sigla_uf,nome_regiao,situacao_meta_2024,distancia_meta_2024_pp
2024,4301750,Municipal,4.4,,14.05,Barão do Triunfo,RS,Sul,Sem dados para comparação,
2024,2406908,Municipal,42.86,7.94,14.05,Lucrécia,RN,Nordeste,Atingiu ou superou,34.92
2024,1718501,Municipal,50.29,8.25,14.48,Recursolândia,TO,Norte,Atingiu ou superou,42.04
2024,2919900,Municipal,12.5,8.39,14.66,Macururé,BA,Nordeste,Atingiu ou superou,4.109999999999999
2024,2414456,Municipal,10.95,,18.14,Triunfo Potiguar,RN,Nordeste,Sem dados para comparação,
2024,1716307,Municipal,37.96,11.05,18.14,Pau D'Arco,TO,Norte,Atingiu ou superou,26.91
2024,2406205,Municipal,11.65,,19.26,Lagoa d'Anta,RN,Nordeste,Sem dados para comparação,
2024,2205581,Municipal,44.87,11.95,19.26,Lagoa do Piauí,PI,Nordeste,Atingiu ou superou,32.92
2024,1718006,Municipal,37.89,12.49,19.92,Porto Alegre do Tocantins,TO,Norte,Atingiu ou superou,25.4
2024,3167509,Municipal,48.25,14.14,21.89,Simão Pereira,MG,Sudeste,Atingiu ou superou,34.11
2024,2408706,Municipal,14.29,,22.17,Paraú,RN,Nordeste,Sem dados para comparação,
2024,1715705,Municipal,31.27,14.38,22.17,Palmeirante,TO,Norte,Atingiu ou superou,16.89
2024,1717800,Municipal,44.56,15.03,22.93,Ponte Alta do Bom Jesus,TO,Norte,Atingiu ou superou,29.53
2024,1200435,Municipal,15.62,,23.62,Santa Rosa do Purus,AC,Norte,Sem dados para comparação,
2024,2804300,Municipal,22.01,15.64,23.62,Muribeca,SE,Nordeste,Atingiu ou superou,6.370000000000001
2024,2515005,Municipal,100.0,15.73,23.72,São Miguel de Taipu,PB,Nordeste,Atingiu ou superou,84.27
2024,2505238,Municipal,22.16,16.05,24.09,Cuité de Mamanguape,PB,Nordeste,Atingiu ou superou,6.109999999999999
2024,2907400,Municipal,25.71,16.24,24.3,Catolândia,BA,Nordeste,Atingiu ou superou,9.470000000000002
2024,2505808,Municipal,60.0,16.94,25.09,Duas Estradas,PB,Nordeste,Atingiu ou superou,43.06
2024,2400604,Municipal,21.43,17.02,25.17,Almino Afonso,RN,Nordeste,Atingiu ou superou,4.41
2024,2805901,Municipal,31.48,17.27,25.46,Riachuelo,SE,Nordeste,Atingiu ou superou,14.21
2024,1703073,Municipal,18.26,18.0,26.26,Barra do Ouro,TO,Norte,Atingiu ou superou,0.26000000000000156
2024,1707702,Municipal,12.63,18.04,26.3,Filadélfia,TO,Norte,Abaixo da meta,-5.409999999999998
2024,2514602,Municipal,29.62,18.06,26.33,São José do Bonfim,PB,Nordeste,Atingiu ou superou,11.560000000000002
2024,1709005,Municipal,38.49,18.74,27.07,Goiatins,TO,Norte,Atingiu ou superou,19.750000000000004
2024,5004809,Municipal,41.76,18.91,27.25,Japorã,MS,Centro-Oeste,Atingiu ou superou,22.849999999999998
2024,2205599,Municipal,62.96,18.93,27.27,Lagoa do Sítio,PI,Nordeste,Atingiu ou superou,44.03
2024,2101939,Municipal,87.88,19.1,27.45,Bernardo do Mearim,MA,Nordeste,Atingiu ou superou,68.78
2024,2111250,Municipal,56.16,19.22,27.58,São José dos Basílios,MA,Nordeste,Atingiu ou superou,36.94
2024,1301506,Municipal,19.3,,27.7,Envira,AM,Norte,Sem dados para comparação,
2024,2506608,Municipal,58.62,19.37,27.74,Ibiara,PB,Nordeste,Atingiu ou superou,39.25
2024,2907202,Municipal,20.93,19.44,27.82,Casa Nova,BA,Nordeste,Atingiu ou superou,1.4899999999999984
2024,1200328,Municipal,19.59,,28.13,Jordão,AC,Norte,Sem dados para comparação,
2024,2513158,Municipal,48.11,19.74,28.13,Santa Cecília,PB,Nordeste,Atingiu ou superou,28.37
2024,1304260,Municipal,11.25,19.75,28.14,Uarini,AM,Norte,Abaixo da meta,-8.5
2024,2202307,Municipal,36.45,20.06,28.48,Canto do Buriti,PI,Nordeste,Atingiu ou superou,16.390000000000004
2024,2404705,Municipal,43.03,20.1,28.51,Ipanguaçu,RN,Nordeste,Atingiu ou superou,22.93
2024,2208601,Municipal,47.93,20.78,29.23,Prata do Piauí,PI,Nordeste,Atingiu ou superou,27.15
2024,5214804,Municipal,84.21,20.79,29.25,Nova Aurora,GO,Centro-Oeste,Atingiu ou superou,63.419999999999995
2024,2515807,Municipal,85.71,21.09,29.56,Serra Redonda,PB,Nordeste,Atingiu ou superou,64.61999999999999
2024,3125309,Municipal,69.23,21.31,29.78,Faria Lemos,MG,Sudeste,Atingiu ou superou,47.92
2024,2805109,Municipal,11.52,21.39,29.87,Pedrinhas,SE,Nordeste,Abaixo da meta,-9.870000000000001
2024,2408953,Municipal,31.56,21.44,29.91,Rio do Fogo,RN,Nordeste,Atingiu ou superou,10.119999999999997
2024,2401602,Municipal,29.29,21.48,29.96,Bento Fernandes,RN,Nordeste,Atingiu ou superou,7.809999999999999
2024,2916302,Municipal,23.44,21.57,30.06,Itapebi,BA,Nordeste,Atingiu ou superou,1.870000000000001
2024,2929800,Municipal,20.73,21.63,30.12,Saúde,BA,Nordeste,Abaixo da meta,-0.8999999999999986
2024,1300839,Municipal,21.72,,30.23,Caapiranga,AM,Norte,Sem dados para comparação,
2024,2911006,Municipal,41.03,21.74,30.23,Floresta Azul,BA,Nordeste,Atingiu ou superou,19.290000000000003
2024,2405405,Municipal,31.34,21.97,30.47,Japi,RN,Nordeste,Atingiu ou superou,9.370000000000001
2024,2929701,Municipal,30.68,22.02,30.51,Sátiro Dias,BA,Nordeste,Atingiu ou superou,8.66
2024,1703867,Municipal,52.01,22.48,30.99,Cariri do Tocantins,TO,Norte,Atingiu ou superou,29.529999999999998
2024,1700400,Municipal,48.18,22.65,31.16,Almas,TO,Norte,Atingiu ou superou,25.53
2024,2203271,Municipal,48.34,22.86,31.38,Curral Novo do Piauí,PI,Nordeste,Atingiu ou superou,25.480000000000004
2024,1703842,Municipal,38.52,22.91,31.43,Campos Lindos,TO,Norte,Atingiu ou superou,15.610000000000003
2024,2928307,Municipal,22.95,,31.5,Santanópolis,BA,Nordeste,Sem dados para comparação,
2024,2805208,Municipal,40.26,22.98,31.5,Pinhão,SE,Nordeste,Atingiu ou superou,17.279999999999998
2024,2803609,Municipal,27.35,23.05,31.57,Laranjeiras,SE,Nordeste,Atingiu ou superou,4.300000000000001
2024,2405504,Municipal,31.58,23.43,31.95,Jardim de Angicos,RN,Nordeste,Atingiu ou superou,8.149999999999999
2024,1718865,Municipal,31.33,23.48,32.01,Santa Fé do Araguaia,TO,Norte,Atingiu ou superou,7.849999999999998
2024,2902252,Municipal,13.11,23.69,32.22,Arataca,BA,Nordeste,Abaixo da meta,-10.580000000000002
2024,2804904,Municipal,28.56,23.74,32.27,Pacatuba,SE,Nordeste,Atingiu ou superou,4.82
2024,2805406,Municipal,26.61,23.75,32.28,Poço Redondo,SE,Nordeste,Atingiu ou superou,2.8599999999999994
2024,2409803,Municipal,23.56,23.8,32.33,Pedro Velho,RN,Nordeste,Abaixo da meta,-0.240000000000002
2024,1703909,Municipal,31.53,23.89,32.42,Caseara,TO,Norte,Atingiu ou superou,7.640000000000001
2024,2407609,Municipal,26.32,23.97,32.5,Messias Targino,RN,Nordeste,Atingiu ou superou,2.3500000000000014
2024,2414704,Municipal,45.68,24.12,32.65,Várzea,RN,Nordeste,Atingiu ou superou,21.56
2024,2515609,Municipal,48.92,24.28,32.81,Serra da Raiz,PB,Nordeste,Atingiu ou superou,24.64
2024,2807303,Municipal,42.47,24.28,32.81,Telha,SE,Nordeste,Atingiu ou superou,18.189999999999998
2024,1718709,Municipal,46.58,24.42,32.95,Rio dos Bois,TO,Norte,Atingiu ou superou,22.159999999999997
2024,1718659,Municipal,19.61,24.46,32.99,Rio da Conceição,TO,Norte,Abaixo da meta,-4.850000000000001
2024,2414209,Municipal,24.98,24.51,33.04,Tibau do Sul,RN,Nordeste,Atingiu ou superou,0.46999999999999886
2024,2202174,Municipal,64.31,24.57,33.1,Campo Largo do Piauí,PI,Nordeste,Atingiu ou superou,39.74
2024,2400505,Municipal,58.98,24.68,33.21,Alexandria,RN,Nordeste,Atingiu ou superou,34.3
2024,2901908,Municipal,16.52,24.7,33.23,Aporá,BA,Nordeste,Abaixo da meta,-8.18
2024,1713957,Municipal,49.28,24.82,33.35,Muricilândia,TO,Norte,Atingiu ou superou,24.46
2024,2507002,Municipal,48.7,24.9,33.43,Itaporanga,PB,Nordeste,Atingiu ou superou,23.800000000000004
2024,1503754,Municipal,24.95,,33.52,Jacareacanga,PA,Norte,Sem dados para comparação,
2024,2412302,Municipal,49.42,25.0,33.52,São José do Campestre,RN,Nordeste,Atingiu ou superou,24.42
2024,1718303,Municipal,38.49,25.02,33.54,Praia Norte,TO,Norte,Atingiu ou superou,13.470000000000002
2024,1713809,Municipal,49.53,25.06,33.59,Palmeiras do Tocantins,TO,Norte,Atingiu ou superou,24.470000000000002
2024,2910859,Municipal,36.76,25.25,33.77,Filadélfia,BA,Nordeste,Atingiu ou superou,11.509999999999998
2024,2516151,Municipal,66.62,25.43,33.95,Sossêgo,PB,Nordeste,Atingiu ou superou,41.190000000000005
2024,2926103,Municipal,23.58,25.46,33.98,Retirolândia,BA,Nordeste,Abaixo da meta,-1.8800000000000026
2024,1505205,Municipal,31.03,25.53,34.05,Oeiras do Pará,PA,Norte,Atingiu ou superou,5.5
2024,2919603,Municipal,30.14,25.55,34.07,Macajuba,BA,Nordeste,Atingiu ou superou,4.59
2024,2906824,Municipal,30.13,25.86,34.38,Canudos,BA,Nordeste,Atingiu ou superou,4.27
2024,2931103,Municipal,30.67,25.95,34.46,Tanquinho,BA,Nordeste,Atingiu ou superou,4.720000000000002
2024,2804706,Municipal,58.77,26.18,34.69,Nossa Senhora de Lourdes,SE,Nordeste,Atingiu ou superou,32.59
2024,2802304,Municipal,37.21,26.27,34.77,Frei Paulo,SE,Nordeste,Atingiu ou superou,10.940000000000001
2024,1712801,Municipal,20.67,26.36,34.87,Maurilândia do Tocantins,TO,Norte,Abaixo da meta,-5.689999999999998
2024,2400802,Municipal,51.81,26.39,34.89,Angicos,RN,Nordeste,Atingiu ou superou,25.42
2024,2803104,Municipal,33.65,26.4,34.9,Itabi,SE,Nordeste,Atingiu ou superou,7.25
2024,2415008,Municipal,39.06,26.43,34.93,Vila Flor,RN,Nordeste,Atingiu ou superou,12.630000000000003
2024,2802403,Municipal,36.4,26.47,34.97,Gararu,SE,Nordeste,Atingiu ou superou,9.93
2024,2409704,Municipal,21.89,26.54,35.03,Pedro Avelino,RN,Nordeste,Abaixo da meta,-4.649999999999999
2024,2204352,Municipal,53.59,26.56,35.05,Geminiano,PI,Nordeste,Atingiu ou superou,27.030000000000005
2024,1200138,Municipal,26.69,,35.2,Bujari,AC,Norte,Sem dados para comparação,
2024,2805703,Municipal,29.59,26.71,35.2,Propriá,SE,Nordeste,Atingiu ou superou,2.879999999999999
2024,2911105,Municipal,28.21,26.73,35.22,Formosa do Rio Preto,BA,Nordeste,Atingiu ou superou,1.4800000000000004
2024,2900306,Municipal,59.14,26.77,35.26,Acajutiba,BA,Nordeste,Atingiu ou superou,32.370000000000005
2024,2412807,Municipal,25.47,26.88,35.36,São Rafael,RN,Nordeste,Abaixo da meta,-1.4100000000000001
2024,2202059,Municipal,52.34,26.93,35.42,Cabeceiras do Piauí,PI,Nordeste,Atingiu ou superou,25.410000000000004
2024,2804805,Municipal,29.8,26.93,35.42,Nossa Senhora do Socorro,SE,Nordeste,Atingiu ou superou,2.870000000000001
2024,2910602,Municipal,23.96,26.95,35.44,Esplanada,BA,Nordeste,Abaixo da meta,-2.9899999999999984
2024,2930105,Municipal,24.02,27.01,35.5,Senhor do Bonfim,BA,Nordeste,Abaixo da meta,-2.990000000000002
2024,2802601,Municipal,16.67,27.09,35.57,Gracho Cardoso,SE,Nordeste,Abaixo da meta,-10.419999999999998
2024,2404002,Municipal,47.06,27.09,35.57,Frutuoso Gomes,RN,Nordeste,Atingiu ou superou,19.970000000000002
2024,2802502,Municipal,21.91,27.09,35.57,General Maynard,SE,Nordeste,Abaixo da meta,-5.18
2024,2912608,Municipal,15.62,27.17,35.65,Ibiquera,BA,Nordeste,Abaixo da meta,-11.550000000000002
2024,2412906,Municipal,37.72,27.18,35.66,São Tomé,RN,Nordeste,Atingiu ou superou,10.54
2024,3135209,Municipal,47.12,27.24,35.71,Januária,MG,Sudeste,Atingiu ou superou,19.88
2024,2915403,Municipal,15.25,27.27,35.74,Itaju do Colônia,BA,Nordeste,Abaixo da meta,-12.02
2024,2902104,Municipal,24.47,27.37,35.84,Araci,BA,Nordeste,Abaixo da meta,-2.900000000000002
2024,2202653,Municipal,46.21,27.47,35.94,Caxingó,PI,Nordeste,Atingiu ou superou,18.740000000000002
2024,2706109,Municipal,52.43,27.52,35.99,Ouro Branco,AL,Nordeste,Atingiu ou superou,24.91
2024,2408607,Municipal,27.59,,36.07,Paraná,RN,Nordeste,Sem dados para comparação,
2024,1703008,Municipal,19.17,27.6,36.07,Babaçulândia,TO,Norte,Abaixo da meta,-8.43
2024,2403400,Municipal,59.19,27.64,36.1,Equador,RN,Nordeste,Atingiu ou superou,31.549999999999997
2024,2924108,Municipal,13.33,27.85,36.3,Pedrão,BA,Nordeste,Abaixo da meta,-14.520000000000001
2024,1718451,Municipal,40.91,27.85,36.3,Pugmil,TO,Norte,Atingiu ou superou,13.059999999999995
2024,1711951,Municipal,15.09,27.88,36.33,Lagoa do Tocantins,TO,Norte,Abaixo da meta,-12.79
2024,2508406,Municipal,82.76,27.9,36.35,Lastro,PB,Nordeste,Atingiu ou superou,54.86000000000001
2024,2414308,Municipal,40.0,27.96,36.41,Timbaúba dos Batistas,RN,Nordeste,Atingiu ou superou,12.04
2024,1718907,Municipal,36.92,27.99,36.44,Santa Rosa do Tocantins,TO,Norte,Atingiu ou superou,8.930000000000003
2024,2915353,Municipal,32.8,28.02,36.47,Itaguaçu da Bahia,BA,Nordeste,Atingiu ou superou,4.779999999999998
2024,1302801,Municipal,48.41,28.09,36.53,Maraã,AM,Norte,Atingiu ou superou,20.319999999999997
2024,2900405,Municipal,30.43,28.14,36.58,Água Fria,BA,Nordeste,Atingiu ou superou,2.289999999999999
2024,2927507,Municipal,31.58,28.15,36.59,Santa Bárbara,BA,Nordeste,Atingiu ou superou,3.4299999999999997
2024,2923704,Municipal,24.46,28.27,36.71,Paratinga,BA,Nordeste,Abaixo da meta,-3.8099999999999987
2024,2920809,Municipal,18.57,28.29,36.73,Marcionílio Souza,BA,Nordeste,Abaixo da meta,-9.719999999999999
2024,2804409,Municipal,25.49,28.33,36.76,Neópolis,SE,Nordeste,Abaixo da meta,-2.84
2024,2925600,Municipal,20.0,28.43,36.86,Presidente Dutra,BA,Nordeste,Abaixo da meta,-8.43
2024,2905503,Municipal,28.19,28.45,36.88,Caldeirão Grande,BA,Nordeste,Abaixo da meta,-0.259999999999998
2024,1718550,Municipal,54.32,28.46,36.89,Riachinho,TO,Norte,Atingiu ou superou,25.86
2024,2932457,Municipal,22.95,28.46,36.89,Umburanas,BA,Nordeste,Abaixo da meta,-5.510000000000002
2024,2411205,Municipal,32.73,28.5,36.93,Santa Cruz,RN,Nordeste,Atingiu ou superou,4.229999999999997
2024,2804003,Municipal,31.19,28.54,36.97,Maruim,SE,Nordeste,Atingiu ou superou,2.650000000000002
2024,2800209,Municipal,20.53,28.59,37.01,Aquidabã,SE,Nordeste,Abaixo da meta,-8.059999999999999
2024,2905305,Municipal,30.37,28.79,37.2,Cafarnaum,BA,Nordeste,Atingiu ou superou,1.5800000000000018
2024,2205557,Municipal,58.86,28.81,37.22,Lagoa Alegre,PI,Nordeste,Atingiu ou superou,30.05
2024,2411403,Municipal,51.92,28.87,37.27,Santana do Matos,RN,Nordeste,Atingiu ou superou,23.05
2024,2902203,Municipal,17.95,28.9,37.3,Aramari,BA,Nordeste,Abaixo da meta,-10.95
2024,2501401,Municipal,44.76,28.9,37.3,Baía da Traição,PB,Nordeste,Atingiu ou superou,15.86
2024,2206753,Municipal,95.24,28.91,37.31,Nossa Senhora de Nazaré,PI,Nordeste,Atingiu ou superou,66.33
2024,2923050,Municipal,39.06,28.92,37.32,Novo Triunfo,BA,Nordeste,Atingiu ou superou,10.14
2024,1503408,Municipal,45.41,29.0,37.4,Inhangapi,PA,Norte,Atingiu ou superou,16.409999999999997
2024,1717503,Municipal,43.07,29.05,37.45,Pium,TO,Norte,Atingiu ou superou,14.02
2024,1722107,Municipal,42.82,29.18,37.57,Xambioá,TO,Norte,Atingiu ou superou,13.64
2024,2800605,Municipal,28.04,29.32,37.7,Barra dos Coqueiros,SE,Nordeste,Abaixo da meta,-1.2800000000000011
2024,2922904,Municipal,31.41,29.32,37.7,Nova Soure,BA,Nordeste,Atingiu ou superou,2.09
2024,2206001,Municipal,80.95,29.37,37.75,Marcos Parente,PI,Nordeste,Atingiu ou superou,51.58
2024,2915809,Municipal,26.98,29.39,37.77,Itambé,BA,Nordeste,Abaixo da meta,-2.41
2024,5101209,Municipal,100.0,29.4,37.78,Araguainha,MT,Centro-Oeste,Atingiu ou superou,70.6
2024,2903607,Municipal,29.82,29.4,37.78,Biritinga,BA,Nordeste,Atingiu ou superou,0.4200000000000017
2024,2801603,Municipal,45.3,29.4,37.78,Cedro de São João,SE,Nordeste,Atingiu ou superou,15.899999999999999
2024,2919108,Municipal,19.57,29.42,37.8,Lamarão,BA,Nordeste,Abaixo da meta,-9.850000000000001
2024,2200509,Municipal,32.94,29.44,37.82,Amarante,PI,Nordeste,Atingiu ou superou,3.4999999999999964
2024,2110658,Municipal,36.83,29.51,37.88,São Domingos do Azeitão,MA,Nordeste,Atingiu ou superou,7.319999999999997
2024,2920908,Municipal,26.73,29.51,37.88,Mascote,BA,Nordeste,Abaixo da meta,-2.780000000000001
2024,1715259,Municipal,61.24,29.51,37.88,Novo Jardim,TO,Norte,Atingiu ou superou,31.73
2024,2922052,Municipal,28.83,29.66,38.02,Mulungu do Morro,BA,Nordeste,Abaixo da meta,-0.8300000000000018
2024,2404200,Municipal,35.33,29.73,38.09,Goianinha,RN,Nordeste,Atingiu ou superou,5.599999999999998
2024,2405801,Municipal,35.88,29.74,38.1,João Câmara,RN,Nordeste,Atingiu ou superou,6.140000000000004
2024,5005152,Municipal,47.67,29.82,38.18,Juti,MS,Centro-Oeste,Atingiu ou superou,17.85
2024,2923357,Municipal,34.04,29.85,38.2,Ourolândia,BA,Nordeste,Atingiu ou superou,4.189999999999998
2024,2801207,Municipal,26.66,29.89,38.24,Canindé de São Francisco,SE,Nordeste,Abaixo da meta,-3.2300000000000004
2024,2911808,Municipal,22.64,29.89,38.24,Guaratinga,BA,Nordeste,Abaixo da meta,-7.25
2024,2800670,Municipal,33.02,29.96,38.3,Boquim,SE,Nordeste,Atingiu ou superou,3.0600000000000023
2024,2406601,Municipal,64.22,30.02,38.36,Lagoa Salgada,RN,Nordeste,Atingiu ou superou,34.2
2024,2911907,Municipal,28.52,30.13,38.47,Iaçu,BA,Nordeste,Abaixo da meta,-1.6099999999999994
2024,2100550,Municipal,43.0,30.17,38.5,Amapá do Maranhão,MA,Nordeste,Atingiu ou superou,12.829999999999998
2024,2703601,Municipal,27.69,30.27,38.6,Japaratinga,AL,Nordeste,Abaixo da meta,-2.5799999999999983
2024,2925253,Municipal,36.99,30.38,38.69,Ponto Novo,BA,Nordeste,Atingiu ou superou,6.610000000000003
2024,2929370,Municipal,28.41,30.39,38.7,São José do Jacuípe,BA,Nordeste,Abaixo da meta,-1.9800000000000004
2024,2918506,Municipal,43.44,30.4,38.71,Jussara,BA,Nordeste,Atingiu ou superou,13.04
2024,2512036,Municipal,81.67,30.45,38.76,Poço Dantas,PB,Nordeste,Atingiu ou superou,51.22
2024,2931707,Municipal,28.42,30.46,38.77,Terra Nova,BA,Nordeste,Abaixo da meta,-2.039999999999999
2024,2927101,Municipal,26.35,30.48,38.79,Rodelas,BA,Nordeste,Abaixo da meta,-4.129999999999999
2024,2507200,Municipal,36.64,30.53,38.84,Itatuba,PB,Nordeste,Atingiu ou superou,6.109999999999999
2024,2412559,Municipal,30.54,,38.85,São Miguel do Gostoso,RN,Nordeste,Sem dados para comparação,
2024,1704105,Municipal,66.67,30.54,38.85,Centenário,TO,Norte,Atingiu ou superou,36.13
2024,2922300,Municipal,51.72,30.55,38.86,Muritiba,BA,Nordeste,Atingiu ou superou,21.169999999999998
2024,2405207,Municipal,37.93,30.69,38.99,Janduís,RN,Nordeste,Atingiu ou superou,7.239999999999998
2024,2805604,Municipal,16.87,30.74,39.04,Porto da Folha,SE,Nordeste,Abaixo da meta,-13.869999999999997
2024,1507300,Municipal,30.95,,39.2,São Félix do Xingu,PA,Norte,Sem dados para comparação,
2024,2206654,Municipal,19.39,30.91,39.2,Morro Cabeça no Tempo,PI,Nordeste,Abaixo da meta,-11.52
2024,3137007,Municipal,54.47,31.02,39.29,Ladainha,MG,Sudeste,Atingiu ou superou,23.45
2024,2402907,Municipal,47.83,31.08,39.35,Coronel João Pessoa,RN,Nordeste,Atingiu ou superou,16.75
2024,2413201,Municipal,27.46,31.11,39.38,Senador Georgino Avelino,RN,Nordeste,Abaixo da meta,-3.6499999999999986
2024,2924405,Municipal,22.51,31.12,39.38,Pilão Arcado,BA,Nordeste,Abaixo da meta,-8.61
2024,3551405,Municipal,44.65,31.16,39.42,Serra Azul,SP,Sudeste,Atingiu ou superou,13.489999999999998
2024,2908804,Municipal,40.62,31.22,39.48,Contendas do Sincorá,BA,Nordeste,Atingiu ou superou,9.399999999999999
2024,3139300,Municipal,41.04,31.24,39.5,Manga,MG,Sudeste,Atingiu ou superou,9.8
2024,2402105,Municipal,39.72,31.26,39.52,Campo Redondo,RN,Nordeste,Atingiu ou superou,8.459999999999997
2024,2210383,Municipal,80.0,31.36,39.61,São Miguel da Baixa Grande,PI,Nordeste,Atingiu ou superou,48.64
2024,2918308,Municipal,40.82,31.37,39.62,Jitaúna,BA,Nordeste,Atingiu ou superou,9.45
2024,1712504,Municipal,36.72,31.37,39.62,Marianópolis do Tocantins,TO,Norte,Atingiu ou superou,5.349999999999998
2024,2408409,Municipal,30.77,31.39,39.64,Olho-d'Água do Borges,RN,Nordeste,Abaixo da meta,-0.620000000000001
2024,2904704,Municipal,29.37,31.49,39.73,Buerarema,BA,Nordeste,Abaixo da meta,-2.1199999999999974
2024,2903235,Municipal,29.75,31.51,39.75,Barro Alto,BA,Nordeste,Abaixo da meta,-1.7600000000000016
2024,2803203,Municipal,39.49,31.53,39.77,Itaporanga d'Ajuda,SE,Nordeste,Atingiu ou superou,7.960000000000001
2024,2111078,Municipal,53.45,31.6,39.83,São João do Soter,MA,Nordeste,Atingiu ou superou,21.85
2024,2206100,Municipal,52.06,31.65,39.88,Matias Olímpio,PI,Nordeste,Atingiu ou superou,20.410000000000004
2024,1718881,Municipal,39.73,31.78,40.0,Santa Maria do Tocantins,TO,Norte,Atingiu ou superou,7.949999999999996
2024,2409100,Municipal,41.07,31.79,40.01,Passa e Fica,RN,Nordeste,Atingiu ou superou,9.280000000000001
2024,1701309,Municipal,52.57,31.83,40.05,Aragominas,TO,Norte,Atingiu ou superou,20.740000000000002
2024,2414407,Municipal,38.35,31.91,40.12,Touros,RN,Nordeste,Atingiu ou superou,6.440000000000001
2024,2801702,Municipal,34.73,31.96,40.17,Cristinápolis,SE,Nordeste,Atingiu ou superou,2.769999999999996
2024,2707107,Municipal,25.08,31.96,40.17,Piranhas,AL,Nordeste,Abaixo da meta,-6.880000000000003
2024,2401206,Municipal,31.22,31.97,40.17,Arês,RN,Nordeste,Abaixo da meta,-0.75
2024,2804201,Municipal,35.07,31.99,40.19,Monte Alegre de Sergipe,SE,Nordeste,Atingiu ou superou,3.080000000000002
2024,2924009,Municipal,30.51,32.01,40.21,Paulo Afonso,BA,Nordeste,Abaixo da meta,-1.4999999999999964
2024,2108702,Municipal,63.6,32.07,40.27,Pio XII,MA,Nordeste,Atingiu ou superou,31.53
2024,2801504,Municipal,16.16,32.07,40.27,Carmópolis,SE,Nordeste,Abaixo da meta,-15.91
2024,2904902,Municipal,33.06,32.07,40.27,Cachoeira,BA,Nordeste,Atingiu ou superou,0.990000000000002
2024,2905156,Municipal,46.43,32.08,40.28,Caetanos,BA,Nordeste,Atingiu ou superou,14.350000000000001
2024,1721307,Municipal,53.85,32.22,40.4,Tupiratins,TO,Norte,Atingiu ou superou,21.630000000000003
2024,2410702,Municipal,37.5,32.22,40.4,Riacho da Cruz,RN,Nordeste,Atingiu ou superou,5.280000000000001
2024,2806503,Municipal,26.74,32.22,40.4,Santa Rosa de Lima,SE,Nordeste,Abaixo da meta,-5.48
2024,1712454,Municipal,48.91,32.22,40.4,Luzinópolis,TO,Norte,Atingiu ou superou,16.689999999999998
2024,2508109,Municipal,59.38,32.22,40.4,Lagoa,PB,Nordeste,Atingiu ou superou,27.160000000000004
2024,2501153,Municipal,36.36,32.22,40.4,Areia de Baraúnas,PB,Nordeste,Atingiu ou superou,4.140000000000001
2024,2505600,Municipal,72.15,32.22,40.4,Diamante,PB,Nordeste,Atingiu ou superou,39.93000000000001
2024,1502806,Municipal,24.03,32.28,40.46,Curralinho,PA,Norte,Abaixo da meta,-8.25
2024,2928000,Municipal,29.15,32.3,40.48,Santaluz,BA,Nordeste,Abaixo da meta,-3.1499999999999986
2024,2919157,Municipal,25.25,32.3,40.48,Lapão,BA,Nordeste,Abaixo da meta,-7.049999999999997
2024,2207900,Municipal,41.98,32.31,40.49,Pedro II,PI,Nordeste,Atingiu ou superou,9.669999999999995
2024,2926004,Municipal,35.26,32.32,40.5,Remanso,BA,Nordeste,Atingiu ou superou,2.9399999999999977
2024,1703883,Municipal,27.47,32.34,40.51,Carmolândia,TO,Norte,Abaixo da meta,-4.8700000000000045
2024,2205102,Municipal,85.9,32.37,40.54,Itaueira,PI,Nordeste,Atingiu ou superou,53.53000000000001
2024,2402600,Municipal,32.38,,40.56,Ceará-Mirim,RN,Nordeste,Sem dados para comparação,
2024,5005202,Municipal,33.36,32.39,40.56,Ladário,MS,Centro-Oeste,Atingiu ou superou,0.9699999999999989
2024,2930501,Municipal,19.92,32.42,40.59,Serrinha,BA,Nordeste,Abaixo da meta,-12.5
2024,1700301,Municipal,40.89,32.42,40.59,Aguiarnópolis,TO,Norte,Atingiu ou superou,8.469999999999999
2024,2400901,Municipal,37.67,32.45,40.62,Antônio Martins,RN,Nordeste,Atingiu ou superou,5.219999999999999
2024,2402303,Municipal,39.56,32.45,40.62,Caraúbas,RN,Nordeste,Atingiu ou superou,7.109999999999999
2024,2920205,Municipal,33.68,32.45,40.62,Malhada,BA,Nordeste,Atingiu ou superou,1.2299999999999969
2024,2928950,Municipal,52.94,32.49,40.65,São Domingos,BA,Nordeste,Atingiu ou superou,20.449999999999996
2024,2910503,Municipal,32.55,,40.71,Entre Rios,BA,Nordeste,Sem dados para comparação,
2024,2506905,Municipal,54.38,32.55,40.71,Itabaiana,PB,Nordeste,Atingiu ou superou,21.830000000000005
2024,2807600,Municipal,39.34,32.62,40.77,Umbaúba,SE,Nordeste,Atingiu ou superou,6.720000000000006
2024,1714880,Municipal,40.7,32.67,40.82,Nova Olinda,TO,Norte,Atingiu ou superou,8.030000000000001
2024,2930808,Municipal,31.82,32.71,40.85,Souto Soares,BA,Nordeste,Abaixo da meta,-0.8900000000000006
2024,2502201,Municipal,68.42,32.78,40.92,Bom Jesus,PB,Nordeste,Atingiu ou superou,35.64
2024,2927606,Municipal,28.39,32.87,41.0,Santa Brígida,BA,Nordeste,Abaixo da meta,-4.479999999999997
